,prepost,synapse_id,synapse_x,synapse_y,synapse_z,synapse_size,segment_id
322,postsyn,478344704,1475428,582716,1113280,4984,864691135510518224
323,postsyn,478344033,1472440,582088,1111920,3204,864691135510518224
324,postsyn,478344180,1473184,581880,1112000,4556,864691135510518224
325,postsyn,478345450,1478304,583216,1107480,2172,864691135510518224
326,postsyn,482469460,1492164,598800,1086680,540,864691135510518224
327,postsyn,493807602,1537108,606104,1080640,500,864691135510518224
328,postsyn,493806928,1533344,604648,1080520,4268,864691135510518224
329,postsyn,496019394,1539184,605960,1079320,15664,864691135510518224
330,postsyn,483712177,1500784,607816,1078160,4104,864691135510518224
331,postsyn,478880573,1483200,588344,1099680,3808,864691135510518224
332,postsyn,479386399,1486828,637828,1079800,2864,864691135510518224
333,postsyn,487457421,1512040,558472,1104760,4496,864691135510518224
334,postsyn,493806711,1532376,604664,1081960,4304,864691135510518224
335,postsyn,473338008,1468680,645152,1095760,4904,864691135510518224
336,postsyn,481606420,1483280,639576,1111880,5972,864691135510518224
337,postsyn,481606119,1482320,642072,1112520,20560,864691135510518224
338,postsyn,481606729,1484276,646452,1112320,496,864691135510518224
339,postsyn,481606629,1483928,644064,1112440,2600,864691135510518224
340,postsyn,481606634,1483912,643040,1111480,376,864691135510518224
341,postsyn,481606948,1485320,645216,1111600,2032,864691135510518224
342,postsyn,493669974,1522592,607688,1084760,4300,864691135510518224
343,postsyn,466547458,1452616,636896,1085360,21220,864691135510518224
344,postsyn,472897602,1469048,608480,1107240,10152,864691135510518224
345,postsyn,493669832,1521792,606360,1085680,1476,864691135510518224
346,postsyn,494839320,1552832,593648,1072560,1740,864691135510518224
347,postsyn,481606849,1484856,648092,1112720,1260,864691135510518224
348,postsyn,481606971,1485492,647028,1112840,1968,864691135510518224
349,postsyn,484881144,1504144,539056,1105520,24628,864691135510518224
350,postsyn,478880896,1484688,589836,1099440,2112,864691135510518224
351,postsyn,480235875,1484968,584768,1059360,3792,864691135510518224
352,postsyn,479386197,1484648,636736,1082000,9116,864691135510518224
353,postsyn,479461760,1485224,634136,1081000,9328,864691135510518224
354,postsyn,478880652,1483504,588032,1098720,1768,864691135510518224
355,postsyn,478881005,1485264,588944,1099760,1384,864691135510518224
356,postsyn,478881124,1486096,586400,1099680,5672,864691135510518224
357,postsyn,478360101,1483296,585568,1096960,2436,864691135510518224
358,postsyn,478345529,1479024,585084,1112680,12420,864691135510518224
359,postsyn,478344644,1475100,582824,1113600,1424,864691135510518224
360,postsyn,498932252,1559032,584320,1066680,2496,864691135510518224
361,postsyn,494838656,1549696,597896,1073960,420,864691135510518224
362,postsyn,498412830,1559376,580272,1063040,4752,864691135510518224
363,postsyn,492052177,1523988,620376,1055200,2072,864691135510518224
364,postsyn,477550534,1475972,617216,1106080,10900,864691135510518224
365,postsyn,486006590,1490808,614320,1095080,1940,864691135510518224
366,postsyn,478550604,1487448,624152,1110320,2276,864691135510518224
367,postsyn,480860136,1485512,621456,1087120,3604,864691135510518224
368,postsyn,486010441,1490808,616640,1091520,15196,864691135510518224
369,postsyn,494839167,1552208,593952,1069880,2600,864691135510518224
370,postsyn,488969274,1515696,612288,1065760,8436,864691135510518224
371,postsyn,490060287,1513928,605568,1097920,8540,864691135510518224
372,postsyn,492054349,1528656,622312,1060640,4592,864691135510518224
373,postsyn,493915037,1522176,560928,1111080,20860,864691135510518224
374,postsyn,485976339,1494064,637896,1070440,19684,864691135510518224
375,postsyn,481443304,1482304,585064,1083160,16512,864691135510518224
376,postsyn,472854202,1468040,647512,1092640,8972,864691135510518224
377,postsyn,473338408,1469632,645152,1095400,18008,864691135510518224
378,postsyn,483712637,1503356,608356,1076240,1144,864691135510518224
379,postsyn,488969046,1514376,613384,1065760,232,864691135510518224
380,postsyn,488970006,1516684,614528,1064400,4284,864691135510518224
381,postsyn,477550619,1476384,614816,1110880,5112,864691135510518224
382,postsyn,482739198,1498684,588680,1110480,204,864691135510518224
383,postsyn,486025494,1488904,576576,1035600,12052,864691135510518224
384,postsyn,481444066,1487368,581328,1074800,14828,864691135510518224
385,postsyn,478361117,1487568,584616,1099600,4012,864691135510518224
386,postsyn,478881330,1487700,594880,1099640,4464,864691135510518224
387,postsyn,478344713,1475292,581652,1110680,2316,864691135510518224
388,postsyn,478345090,1476884,583056,1109520,3060,864691135510518224
389,postsyn,478343952,1471912,579876,1114160,236,864691135510518224
390,postsyn,480687107,1488312,578696,1042800,9600,864691135510518224
391,postsyn,478881337,1487968,592192,1104080,7696,864691135510518224
392,postsyn,482547124,1489936,590996,1105000,2096,864691135510518224
393,postsyn,482547288,1491200,590140,1104920,4760,864691135510518224
394,postsyn,482737494,1491944,588904,1105400,3660,864691135510518224
395,postsyn,472898346,1471696,604992,1112080,3676,864691135510518224
396,postsyn,490243986,1518144,605920,1094640,5428,864691135510518224
397,postsyn,477363270,1487196,587060,1114120,28580,864691135510518224
398,postsyn,494968805,1537944,514416,1109720,916,864691135510518224
399,postsyn,486010262,1489912,618240,1092400,7940,864691135510518224
400,postsyn,492053531,1527408,622736,1058520,832,864691135510518224
401,postsyn,496019534,1539976,604608,1077760,3468,864691135510518224
402,postsyn,480860392,1486504,621288,1087640,2076,864691135510518224
403,postsyn,471802593,1463700,640712,1109560,7744,864691135510518224
404,postsyn,484589672,1489416,580568,1051600,31436,864691135510518224
405,postsyn,497928498,1555996,586288,1065880,32732,864691135510518224
406,postsyn,493807397,1535792,606208,1081440,1840,864691135510518224
407,postsyn,482737641,1492584,586104,1113120,5732,864691135510518224
408,postsyn,482737593,1492232,587976,1109600,1020,864691135510518224
409,postsyn,482547372,1491848,587152,1098680,6892,864691135510518224
410,postsyn,482547401,1492088,586572,1099280,5124,864691135510518224
411,postsyn,488898281,1506080,580488,1104600,3352,864691135510518224
412,postsyn,488898247,1505920,579616,1103480,22360,864691135510518224
413,postsyn,482547143,1490164,586568,1096760,7688,864691135510518224
414,postsyn,482547304,1491336,586868,1098240,6360,864691135510518224
415,postsyn,482547415,1492032,585704,1100840,2276,864691135510518224
416,postsyn,482547506,1492784,586048,1103720,4216,864691135510518224
417,postsyn,482547538,1492960,585984,1104400,3036,864691135510518224
418,postsyn,482547396,1491960,590304,1101840,3420,864691135510518224
419,postsyn,482738183,1494592,585848,1110840,1908,864691135510518224
420,postsyn,482738121,1494280,586680,1108000,1928,864691135510518224
421,postsyn,488898214,1505512,581448,1104800,236,864691135510518224
422,postsyn,482739344,1499360,588240,1110320,232,864691135510518224
423,postsyn,483598971,1502820,584560,1108040,1416,864691135510518224
424,postsyn,488898313,1506192,579704,1103720,2972,864691135510518224
425,postsyn,482664885,1492120,601744,1083240,2916,864691135510518224
426,postsyn,492120687,1532456,627376,1068080,3324,864691135510518224
427,postsyn,471555066,1457848,620648,1101080,4044,864691135510518224
428,postsyn,494839520,1553792,591280,1069920,7956,864691135510518224
429,postsyn,485836287,1488752,583200,1071280,2120,864691135510518224
430,postsyn,490243976,1518052,607220,1089920,6856,864691135510518224
431,postsyn,493733566,1521248,530800,1106640,22120,864691135510518224
432,postsyn,491728141,1527148,529624,1094160,600,864691135510518224
433,postsyn,481058499,1487856,618248,1090880,716,864691135510518224
434,postsyn,481443903,1486264,583568,1075560,2204,864691135510518224
435,postsyn,486010300,1490032,617512,1092720,1520,864691135510518224
436,postsyn,493425186,1533920,518040,1109480,28588,864691135510518224
437,postsyn,488899859,1513200,572808,1103320,3824,864691135510518224
438,postsyn,490059303,1509744,607616,1097840,5188,864691135510518224
439,postsyn,488162493,1518920,567088,1109920,6532,864691135510518224
440,postsyn,490060009,1512672,606808,1096000,4312,864691135510518224
441,postsyn,482547422,1492128,589552,1103800,1676,864691135510518224
442,postsyn,482547442,1492248,589672,1100920,3488,864691135510518224
443,postsyn,482737301,1490848,589472,1105880,3832,864691135510518224
444,postsyn,497928321,1554944,589448,1070240,1180,864691135510518224
445,postsyn,490243346,1514752,606904,1093960,2576,864691135510518224
446,postsyn,494968987,1538800,510656,1110400,3628,864691135510518224
447,postsyn,478549345,1482104,630080,1113040,2124,864691135510518224
448,postsyn,478549878,1484520,626152,1111440,2404,864691135510518224
449,postsyn,483712233,1501240,605800,1076680,26936,864691135510518224
450,postsyn,488903825,1516672,616672,1062920,4824,864691135510518224
451,postsyn,488932253,1512800,575392,1106240,10096,864691135510518224
452,postsyn,477363250,1486516,596864,1107280,3440,864691135510518224
453,postsyn,482532577,1498944,567912,1106160,1688,864691135510518224
454,postsyn,483596544,1493256,578516,1105520,3576,864691135510518224
455,postsyn,483599183,1503608,583776,1107280,2900,864691135510518224
456,postsyn,490244240,1519680,608200,1086760,14984,864691135510518224
457,postsyn,492051708,1521752,619144,1056480,5224,864691135510518224
458,postsyn,493669920,1522344,605128,1085960,7108,864691135510518224
459,postsyn,493671079,1527680,608176,1085400,2732,864691135510518224
460,postsyn,488904097,1518216,615256,1060400,7504,864691135510518224
461,postsyn,492051587,1521128,619232,1055320,7056,864691135510518224
462,postsyn,488340106,1520504,619184,1059200,7620,864691135510518224
463,postsyn,485976196,1493168,640128,1068920,1288,864691135510518224
464,postsyn,469701297,1452152,625680,1099840,3348,864691135510518224
465,postsyn,471556968,1468816,624044,1103480,8416,864691135510518224
466,postsyn,483966076,1499848,543352,1103320,25848,864691135510518224
467,postsyn,483966606,1502456,541424,1105040,8008,864691135510518224
468,postsyn,494969081,1539176,512448,1110280,3992,864691135510518224
469,postsyn,471554956,1457232,621624,1101800,3628,864691135510518224
470,postsyn,480860476,1486888,623232,1087360,2964,864691135510518224
471,postsyn,483712756,1504360,608188,1076240,10704,864691135510518224
472,postsyn,488234941,1517752,551536,1106080,20132,864691135510518224
473,postsyn,488933405,1517184,571352,1106520,6156,864691135510518224
474,postsyn,482469408,1492280,594196,1090240,25832,864691135510518224
475,postsyn,493752222,1526696,532120,1097640,13804,864691135510518224
476,postsyn,481443543,1484124,585172,1078520,21524,864691135510518224
477,postsyn,477550147,1474200,616124,1107600,2708,864691135510518224
478,postsyn,493425215,1533952,515936,1105600,19544,864691135510518224
479,postsyn,484194619,1495024,567216,1029240,14436,864691135510518224
480,postsyn,488159837,1506856,561464,1106160,5308,864691135510518224
481,postsyn,486157173,1489088,637168,1077760,3076,864691135510518224
482,postsyn,483766949,1488936,621160,1108360,4424,864691135510518224
483,postsyn,478548025,1473512,619664,1105360,2000,864691135510518224
484,postsyn,486009519,1503352,606996,1099920,752,864691135510518224
485,postsyn,471557230,1470960,623656,1103120,1584,864691135510518224
486,postsyn,488903815,1516784,616728,1062120,23852,864691135510518224
487,postsyn,472896423,1464416,609680,1105400,5376,864691135510518224
488,postsyn,485836204,1488320,585040,1068840,1200,864691135510518224
489,postsyn,478344158,1473364,572544,1113520,1880,864691135510518224
490,postsyn,490243567,1515952,604960,1093640,1408,864691135510518224
491,postsyn,493805943,1526792,605320,1084080,3476,864691135510518224
492,postsyn,485836219,1488384,585104,1068600,4132,864691135510518224
493,postsyn,478345659,1479252,584420,1107160,2780,864691135510518224
494,postsyn,482547373,1491800,588348,1098400,2912,864691135510518224
495,postsyn,482737407,1491344,588216,1111920,936,864691135510518224
496,postsyn,482737537,1491976,587776,1111240,820,864691135510518224
497,postsyn,488930160,1505184,582808,1106480,5080,864691135510518224
498,postsyn,497928678,1556824,587224,1068760,21264,864691135510518224
499,postsyn,472897581,1468968,609872,1107280,2796,864691135510518224
500,postsyn,475479095,1468576,610152,1103840,1196,864691135510518224
501,postsyn,472134315,1466960,574684,1113880,2744,864691135510518224
502,postsyn,496019841,1541904,604104,1078440,3856,864691135510518224
503,postsyn,479386446,1487412,635604,1080080,14408,864691135510518224
504,postsyn,488232924,1508536,538304,1106120,3804,864691135510518224
505,postsyn,493899482,1521168,542960,1102760,2432,864691135510518224
506,postsyn,482547599,1493328,587048,1105040,3392,864691135510518224
507,postsyn,482739348,1499552,589288,1109400,3512,864691135510518224
508,postsyn,483707178,1491424,582072,1102760,5172,864691135510518224
509,postsyn,496019360,1538696,604792,1080720,3208,864691135510518224
510,postsyn,492052539,1525512,622776,1056080,2136,864691135510518224
511,postsyn,493899744,1522376,540512,1100960,280,864691135510518224
512,postsyn,493899572,1521480,545488,1103400,2004,864691135510518224
513,postsyn,488200533,1520352,544920,1102560,6672,864691135510518224
514,postsyn,471731159,1463392,632608,1109800,4508,864691135510518224
515,postsyn,493670032,1522864,606632,1085560,6544,864691135510518224
516,postsyn,487805319,1519432,529624,1109960,14940,864691135510518224
517,postsyn,497928278,1554792,588720,1070440,8384,864691135510518224
518,postsyn,480686993,1487948,580820,1042720,14052,864691135510518224
519,postsyn,487805024,1517880,533112,1109360,3500,864691135510518224
520,postsyn,480687046,1487968,577232,1038320,3848,864691135510518224
521,postsyn,490059156,1509096,604752,1096440,11084,864691135510518224
522,postsyn,483710726,1493216,602744,1081840,716,864691135510518224
523,postsyn,472898045,1470592,609152,1107440,1120,864691135510518224
524,postsyn,477550941,1478400,612368,1110080,4012,864691135510518224
525,postsyn,490198016,1505704,611488,1075280,3896,864691135510518224
526,postsyn,480860154,1485544,630480,1086120,5220,864691135510518224
527,postsyn,471557170,1470616,620656,1102240,15804,864691135510518224
528,postsyn,480860711,1487736,620896,1089560,2080,864691135510518224
529,postsyn,471555084,1457988,619728,1104240,10512,864691135510518224
530,postsyn,475478209,1464912,610352,1103080,3964,864691135510518224
531,postsyn,475477760,1463136,611472,1103120,12424,864691135510518224
532,postsyn,475477772,1463096,609752,1101800,4024,864691135510518224
533,postsyn,482531754,1492328,567808,1113320,10080,864691135510518224
534,postsyn,493670799,1526464,605880,1085560,5112,864691135510518224
535,postsyn,493425260,1534120,516776,1105760,6688,864691135510518224
536,postsyn,480319518,1488180,583200,1072400,1228,864691135510518224
537,postsyn,488967151,1506376,608500,1072720,4368,864691135510518224
538,postsyn,492054554,1529812,622708,1054480,6080,864691135510518224
539,postsyn,484502116,1501204,565444,1021560,1348,864691135510518224
540,postsyn,483597224,1495968,571352,1108680,5412,864691135510518224
541,postsyn,483710507,1491920,602408,1081920,3572,864691135510518224
542,postsyn,487805615,1520808,531308,1108840,2476,864691135510518224
543,postsyn,488199949,1517424,549432,1104800,4836,864691135510518224
544,postsyn,488200203,1518704,550632,1104960,5312,864691135510518224
545,postsyn,493806240,1529520,607824,1084000,8956,864691135510518224
546,postsyn,493806428,1530860,605540,1081440,9556,864691135510518224
547,postsyn,478550230,1485976,633976,1110520,3528,864691135510518224
548,postsyn,481606666,1484064,643024,1112200,964,864691135510518224
549,postsyn,471732220,1468188,624764,1108120,18112,864691135510518224
550,postsyn,490244390,1520592,607176,1086600,33948,864691135510518224
551,postsyn,493669784,1521520,608528,1088600,2948,864691135510518224
552,postsyn,492120782,1532888,623976,1066920,3904,864691135510518224
553,postsyn,493899704,1522192,542448,1101120,3744,864691135510518224
554,postsyn,480860516,1487128,619656,1090680,36084,864691135510518224
555,postsyn,486006238,1489320,614680,1104560,1172,864691135510518224
556,postsyn,493424499,1529808,519512,1106200,5124,864691135510518224
557,postsyn,496860994,1543496,502656,1109760,2212,864691135510518224
558,postsyn,491728203,1527456,529472,1094000,3592,864691135510518224
559,postsyn,488340125,1520552,618728,1055080,628,864691135510518224
560,postsyn,490244166,1519048,604944,1092280,3172,864691135510518224
561,postsyn,477536573,1488256,605304,1100800,6148,864691135510518224
562,postsyn,493806430,1530688,605528,1084320,664,864691135510518224
563,postsyn,471802980,1465368,641748,1107440,204,864691135510518224
564,postsyn,492054630,1530192,626128,1063440,6964,864691135510518224
565,postsyn,478704719,1487936,595016,1093720,17532,864691135510518224
566,postsyn,478704768,1487888,592040,1092320,25060,864691135510518224
567,postsyn,479461834,1485800,632296,1083360,412,864691135510518224
568,postsyn,478345274,1477508,582988,1109080,7756,864691135510518224
569,postsyn,478345728,1479568,584032,1106680,2104,864691135510518224
570,postsyn,480236412,1487200,584064,1054120,6320,864691135510518224
571,postsyn,481443594,1484280,583216,1080600,3648,864691135510518224
572,postsyn,488200004,1517640,551224,1105000,4432,864691135510518224
573,postsyn,478359940,1482712,585408,1101520,4172,864691135510518224
574,postsyn,486032656,1493656,570280,1029480,192,864691135510518224
575,postsyn,473336395,1463648,642616,1098080,384,864691135510518224
576,postsyn,473336930,1466112,644020,1098080,1968,864691135510518224
577,postsyn,473337695,1467232,643568,1099440,5428,864691135510518224
578,postsyn,471732272,1468320,619196,1109160,8316,864691135510518224
579,postsyn,473337950,1468248,642776,1095520,928,864691135510518224
580,postsyn,477536512,1488152,603680,1101160,9080,864691135510518224
581,postsyn,478881306,1487448,600020,1102280,3436,864691135510518224
582,postsyn,486005937,1488416,605864,1101200,3780,864691135510518224
583,postsyn,471556907,1468160,627872,1103120,4276,864691135510518224
584,postsyn,488232810,1507912,538216,1107560,5808,864691135510518224
585,postsyn,486025395,1488424,577648,1037680,4980,864691135510518224
586,postsyn,469345410,1452496,634784,1089600,1380,864691135510518224
587,postsyn,475476708,1457312,617784,1099880,3976,864691135510518224
588,postsyn,475477066,1459344,617240,1103000,6692,864691135510518224
589,postsyn,475479305,1469608,610760,1104720,2152,864691135510518224
590,postsyn,477362477,1477376,601736,1111320,2640,864691135510518224
591,postsyn,477362801,1480728,600080,1110840,1292,864691135510518224
592,postsyn,477551601,1485832,604464,1105600,7436,864691135510518224
593,postsyn,486006094,1488832,605784,1101080,292,864691135510518224
594,postsyn,466547569,1454040,640224,1085080,1176,864691135510518224
595,postsyn,469701796,1454472,632048,1095840,16348,864691135510518224
596,postsyn,480236637,1488272,584552,1064120,15072,864691135510518224
597,postsyn,469345498,1453412,633700,1090320,2588,864691135510518224
598,postsyn,486006663,1491168,608192,1098760,5448,864691135510518224
599,postsyn,486006852,1491968,608216,1097600,3040,864691135510518224
600,postsyn,493915267,1523176,564424,1109800,3484,864691135510518224
601,postsyn,494839260,1552560,594456,1071160,1996,864691135510518224
602,postsyn,471556714,1466648,632544,1101640,2880,864691135510518224
603,postsyn,477551321,1482308,608212,1106640,15068,864691135510518224
604,postsyn,477550536,1475992,616008,1110120,6640,864691135510518224
605,postsyn,469345417,1452672,630088,1093920,12204,864691135510518224
606,postsyn,469345502,1453616,631256,1094360,20472,864691135510518224
607,postsyn,471803057,1465824,640792,1108000,1416,864691135510518224
608,postsyn,478549692,1484100,634604,1111880,13708,864691135510518224
609,postsyn,478549898,1484544,633760,1111600,1680,864691135510518224
610,postsyn,473336521,1464520,638840,1100120,5508,864691135510518224
611,postsyn,473336252,1462568,639712,1096880,11264,864691135510518224
612,postsyn,473337818,1467728,642248,1104600,8724,864691135510518224
613,postsyn,483711153,1495472,603024,1081480,2012,864691135510518224
614,postsyn,484589880,1490424,581208,1044240,7212,864691135510518224
615,postsyn,481443773,1485608,584448,1077160,19152,864691135510518224
616,postsyn,485974996,1492528,640768,1068160,3680,864691135510518224
617,postsyn,471732926,1471760,618728,1109000,3628,864691135510518224
618,postsyn,488931406,1509724,577812,1105640,3108,864691135510518224
619,postsyn,480939079,1479100,567356,1111840,1200,864691135510518224
620,postsyn,471554754,1456048,624368,1104200,512,864691135510518224
621,postsyn,492053590,1527720,620600,1056680,12892,864691135510518224
622,postsyn,471730432,1460664,633712,1111760,1148,864691135510518224
623,postsyn,480236002,1485416,584424,1058960,6844,864691135510518224
624,postsyn,472134664,1469076,574324,1113000,220,864691135510518224
625,postsyn,478344215,1473432,574596,1111360,2428,864691135510518224
626,postsyn,471556626,1466176,631864,1100120,1316,864691135510518224
627,postsyn,482468968,1489880,600944,1085280,12208,864691135510518224
628,postsyn,483711316,1496520,606056,1078520,13356,864691135510518224
629,postsyn,472898166,1471040,608776,1108360,5380,864691135510518224
630,postsyn,497928319,1554984,591104,1070720,2876,864691135510518224
631,postsyn,469701636,1453608,626920,1100160,7752,864691135510518224
632,postsyn,475477580,1462336,613224,1100320,12740,864691135510518224
633,postsyn,479386540,1488112,636064,1078880,7240,864691135510518224
634,postsyn,480860676,1487680,618584,1091040,3744,864691135510518224
635,postsyn,466621223,1453536,640768,1083400,2324,864691135510518224
636,postsyn,478550724,1487976,619072,1105440,8844,864691135510518224
637,postsyn,473336381,1463680,642352,1098520,2228,864691135510518224
638,postsyn,480860490,1487148,625996,1086880,22464,864691135510518224
639,postsyn,472854004,1466992,646760,1093240,5520,864691135510518224
640,postsyn,488235502,1520072,548048,1105320,10488,864691135510518224
641,postsyn,471802074,1461368,635504,1109200,3768,864691135510518224
642,postsyn,477362580,1478776,585720,1112560,8148,864691135510518224
